,index,Abstract
30,https://doi.org/10.1287/msom.2014.0507,"We consider a manager who invests in knowledge development of a product and a process design team as well as knowledge transfer between teams throughout a new product development (NPD) project. Knowledge development at a particular time (e.g., prototyping and experimentation) increases a team’s level of knowledge at that time. In contrast, the recipient’s benefits from knowledge transfer may be lagged because of the difficulties in articulating and documenting knowledge as well as the challenges regarding its interpretation and application. Over time, as each team embeds knowledge in the NPD project, the levels of product and process performance increase, thereby increasing the net revenue earned at the product launch time. In a key contribution to the literature, analytic conditions are given that characterize the dynamic rates at which knowledge development and knowledge transfer occur throughout the project. We show that the investment in knowledge development for each team and knowledge transfer between teams may be constant, front-loaded, back-loaded, U-shaped, or the peak rate may be delayed over time. As such, we show how concurrent engineering is optimally pursued throughout the NPD project."
31,https://doi.org/10.1287/msom.2014.0498,"Motivated by the trend toward more collaboration in work flows, we study networks where some activities require the simultaneous processing by multiple types of multitasking human resources. Collaboration imposes constraints on the capacity of the process because multitasking resources have to be simultaneously at the right place. We introduce the notions of collaboration architecture and unavoidable bottleneck idleness to study the maximal throughput or capacity of such networks. Collaboration and multitasking introduce synchronization requirements that may inflict unavoidable idleness of the bottleneck resources: even when the network is continuously busy (processing at capacity), bottleneck resources can never be fully utilized. The conventional approach that equates network capacity with bottleneck capacity is then incorrect because the network capacity is below that of the bottlenecks. In fact, the gap between the two can grow linearly with the number of collaborative activities. Our main result is that networks with nested collaboration architectures have no unavoidable bottleneck idleness. Then, regardless of the processing times of the various activities, the standard bottleneck procedure correctly identifies the network capacity. We also prove necessity in the sense that, for any nonnested architecture, there are values of processing times for which unavoidable idleness persists. The fundamental trade-off between collaboration and capacity does not disappear in multiserver networks and has important ramifications to service-system staffing. Yet, even in multiserver networks, a nested collaboration architecture still guarantees that the bottleneck capacity is achievable. Finally, simultaneous collaboration, as a process constraint, may limit the benefits of flexibility. We study the interplay of flexibility and unavoidable idleness and offer remedies derived from collaboration architectures."
32,https://doi.org/10.1287/msom.2014.0499,"This paper studies the role of demand uncertainty in temporal discrimination when the retailer applies markdown pricing facing strategic customers. We consider a model in which a retail firm announces a pair of declining prices for two selling periods, and customers with heterogeneous valuations each decide whether to buy a unit early, later or never. In this model, if the demand function is linear and its parameters are common knowledge, there never exist any markdown prices that achieve temporal discrimination for any feasible model parameters. Either all buying customers wait, or all buy early. By contrast, if the demand level is unknown, there always exists a temporally discriminating markdown pricing scheme for all feasible model parameters. We derive qualitative insights to the way demand uncertainty and Bayesian updating contribute to temporal discrimination, which broadly apply to nonlinear demand functions as well. We also show that in case of demand uncertainty, there always exists a temporally discriminating pricing scheme that yields a strictly higher profit to the retailer than the optimal static pricing scheme. Ironically, however, the retailer cannot implement the optimal scheme due to the same demand uncertainty."
33,https://doi.org/10.1287/msom.2014.0500,"Goal achieving is a commonly observed phenomenon in practice, and it plays an important role in decision making. In this paper, we investigate the impact of a target on newsvendor decisions. We take into account the risk and model the effect of a target by maximizing the satisficing measure of a newsvendor’s profit with respect to that target. We study two satisficing measures: (i) conditional value at risk (CVaR) satisficing measure that evaluates the highest confidence level of CVaR achieving the target; (ii) entropic satisficing measure that assesses the smallest risk tolerance level under which the certainty equivalent for exponential utility function achieves the target. For both satisficing measures, we find that the optimal ordering quantity increases with the target level. We determine an optimal order quantity for a target-based newsvendor and characterize its properties with respect to, for example, product’s profit margin."
34,https://doi.org/10.1287/msom.2014.0501,"Traditional one-price-for-all extended warranties do not differentiate customers according to their risk attitudes, usage rates, or operating environment. These warranties are priced to cover the cost of high-usage customers who have more failures and are willing to pay a risk premium for their risk aversion. That makes traditional warranties economically unattractive to low-usage customers and those who are less risk averse. These issues can be addressed by residual value warranties, which refund part of the up-front price to customers who have zero or few claims according to a predetermined refund schedule. Residual value warranties may induce strategic claim behavior, since customers may prefer to pay for small failures out of pocket rather than claim failures now and give up potential refunds later."
35,https://doi.org/10.1287/msom.2014.0504,"Key to the mass adoption of electric vehicles (EVs) is the establishment of successful business models based on sound understanding of consumer behavior in adopting this new technology. In this paper, we study the impact of two major barriers to mass adoption of EVs: (i) range anxiety, the concern that the driving range of EVs may be insufficient to meet the driving needs, and (ii) resale anxiety, the concern that used values of EVs may deteriorate quickly. Using a stylized model calibrated to a data set based on the San Francisco Bay Area, we show that although both types of consumer anxieties typically harm the firm’s profit, they often improve consumer surplus. In addition, we show that a business model that requires consumers to lease the EV batteries (rather than purchase them) may lead to a greater level of adoption and emission savings when the level of resale anxiety is high. Further, a business model that offers EV range improvement through enhanced charging infrastructure typically yields greater adoption and consumer surplus, but lowers the firm’s profit, compared with one that offers enlarged batteries. Overall, we find that the combinations of battery owning/leasing with enhanced charging service, referred to as the (O, E) and (L, E) models in our paper, typically yield the best balance among the objectives of EV adoption, emission savings, profitability, and consumer surplus, when the degree of resale anxiety is low and high, respectively."
36,https://doi.org/10.1287/msom.2014.0493,"We study call routing policies for call centers with multiple call types and multiple agent groups. We introduce new weight-based routing policies where each pair (call type, agent group) is given a matching priority defined as an affine combination of the longest waiting time for that call type and the longest idle time or the number of idle agents in that agent group. The coefficients in this combination are parameters to be optimized. This type of policy is more flexible than traditional ones found in practice, and it performs better in many situations. We consider objective functions that account for the service levels, the abandonment ratios, and the fairness of occupancy across agent groups. We select the parameters of all considered policies via simulation-based optimization heuristics. This requires only the availability of a simulation model of the call center, which can be much more detailed and realistic than the models used elsewhere in the literature to study the optimality of certain types of routing rules. We offer a first numerical study of realistic routing rules that takes into account the complexity of real-life call centers."
37,https://doi.org/10.1287/msom.2014.0486,"Inpatient staffing costs are significantly affected by nurse absenteeism, which is typically high in U.S. hospitals. We use data from multiple inpatient units of two hospitals to study which factors, including unit culture, short-term workload, and shift type, explain nurse absenteeism. The analysis highlights the importance of paying attention to heterogeneous absentee rates among individual nurses. We then develop models to investigate the impact of demand and absentee rate variability on the performance of staffing plans and obtain some structural results. Utilizing these results, we propose and test three easy-to-use heuristics to identify near-optimal staffing strategies. Such strategies could be useful to hospitals that periodically reassign nurses with similar qualifications to inpatient units in order to balance workload and accommodate changes in patient flow. Although motivated by staffing of hospital inpatient units, the approach developed in this paper is also applicable to other team-based and labor-intensive service environments."
38,https://doi.org/10.1287/msom.2013.0464,"This paper examines the effect of multitasking on overall worker performance, as measured by processing time, throughput rate, and output quality using microlevel operational data from the field. Specifically, we study the multitasking behavior of physicians in a busy hospital emergency department (ED). By drawing on recent findings in the experimental psychology literature and the nascent work in cognitive neuroscience, we develop several hypotheses for the effect of multitasking on worker performance. We first examine how multitasking affects a physician's processing time. We find that the total time taken to discharge a given number of patients has a U-shaped response to the level of physician multitasking; that is, multitasking initially helps to reduce the time taken, but only up to a certain threshold level, after which it increases in the level of multitasking. In addition, multitasking significantly impacts quality of care. Although lower levels of multitasking are associated with improved quality of care, at higher levels, additional multitasking leads to a smaller number of detected diagnoses and an increased likelihood of a 24-hour revisit rate to the ED. These findings have important implications for the design and organization of work in general and for the delivery of critical care in particular."
39,https://doi.org/10.1287/msom.2013.0453,"As supply chains become increasingly complex and global in their scale, supplier selection and management in the face of disruption risk has become one of the most challenging tasks for modern managers. Several novel model-based approaches to managing such risks have been developed in the academic literature, but how behavioral tendencies may affect procurement decisions under such conditions has received relatively less attention. In this paper, we present results from a study where paid subjects were asked to place orders from two suppliers who differ in their costs and risks to satisfy a fixed amount of end-customer demand. We show that under such a scenario, it is theoretically optimal to sole source either from the more reliable (and more costly) supplier or from the more risky but cheaper supplier, depending on cost and risk parameters. Subjects in our experiment, however, show a systematic tendency to diversify their orders between the two sources. We document this diversification tendency in procurement decisions and its possible impact on profits under various cost and risk settings as well as comment on various ordering behavior observed during the experiments. We also establish that bounded rationality of subjects can provide a possible rationale for the above phenomenon."
40,https://doi.org/10.1287/msom.2013.0439,"In many manufacturing operations, profitable energy efficiency opportunities remain unexploited. Although previous studies have tried to explain the underinvestment, we focus on how the way in which a portfolio of opportunities is presented in a list affects adoption decisions. We use information on over 100,000 energy-saving recommendations made to more than 13,000 small and medium-sized manufacturing firms under the Industrial Assessment Centers program of the U.S. Department of Energy. We find that adoption rates are higher for initiatives appearing early in a list of recommendations. This sequence effect is consistent and large: simply moving a recommendation one position lower has the same effect on average as increasing up-front implementation cost by at least 17% from the average value. Given this impact of sequence on adoption of individual recommendations, we utilize variations within our data to examine how various sequencing approaches affect adoption at the portfolio level. Sequences in which recommendations are listed from best to worst payback achieve higher potential energy savings given the investments in energy efficiency made by the firms. We also observe a choice overload effect at the portfolio level, but the magnitude of this effect is small."
41,https://doi.org/10.1287/msom.1120.0411,"The decision about which servers to dispatch to which customers is an important aspect of service systems. This decision is complicated when servers must be equitably—as well as efficiently—dispatched to customers. In this paper, we formulate a model for determining how to optimally dispatch distinguishable servers to prioritized customers given a set of equity constraints. These issues are examined through the lens of emergency medical service (EMS) dispatch, for which a Markov decision process model is developed that captures how to dispatch ambulances (servers) to prioritized patients (customers). It is assumed that customers arrive sequentially, with the priority and location of each customer becoming known upon arrival. Four types of equity constraints are considered—two of which reflect customer equity and two of which reflect server equity—all of which draw upon the decision analytic and social science literature to compare the effects of different notions of equity on the resulting dispatching policies. The Markov decision processes are formulated as equity-constrained linear programming models. A computational example is applied to an EMS system to compare the different equity models."
42,https://doi.org/10.1287/msom.1120.0400,"We study the problem of a two-firm supply chain in which firms simultaneously choose a capacity before demand is realized. We focus on the role that private information about demand has on firms' ability to align their capacity decisions. When forecasts are private information, there are at most two equilibria: a complete coordination failure or a monotone equilibrium. The former equilibrium always exists, whereas the latter exists only when the marginal cost of capacity is sufficiently low. We also show that both truthful information sharing and preplay communication have an equilibrium with higher profits. We then test the model's predictions experimentally. Contrary to our theoretical predictions, we show that private demand forecasts do not have a consistently negative effect on firm profits, though capacities are more misaligned. We show that preplay communication may be more effective at increasing profits than truthful information sharing. Finally, we document that “honesty is the best policy” when communicating private information."
43,https://doi.org/10.1287/msom.1120.0406,"We study strategic customer behavior in a multiserver stochastic service system with a congestion-based staffing (CBS) policy. With the CBS policy, the number of working servers is dynamically adjusted according to the queue length. Besides lining up for free service, customers have the option of paying a fee and getting faster service. Customers' equilibrium behavior is studied under two information scenarios: In the no information scenario, customers only know the long-term statistics, such as the expected waiting time; in the partial information scenario, customers observe the number of working servers and understand the staffing policy upon their arrival. Unlike a queueing system with a constant staffing level, a positive externality is associated with customers' joining the CBS system. Both avoid-the-crowd and follow-the-crowd customer behaviors are possible, and multiple equilibria could exist. We develop the stationary performance measures of the system by considering the customers' strategic behavior. Numerical analysis shows that information can either hurt or improve the performance of the system, depending on the staffing and pricing policy. Another important conclusion is that the system performance is more robust to setting a relatively high than a relatively low price."
44,https://doi.org/10.1287/msom.1120.0384,"We study the impact of physician workload on hospital reimbursement utilizing a detailed data set from the trauma department of a major urban hospital. We find that the proportion of patients assigned a “high-severity” status for reimbursement purposes, which maps, on average, to a 47.8% higher payment for the hospital, is substantially reduced as the workload of the discharging physician increases. This effect persists after we control for a number of systematic differences in patient characteristics, condition, and time of discharge. Furthermore, we show that it is unlikely to be caused by selection bias or endogeneity in either discharge timing or allocation of discharges to physicians. We attribute this phenomenon to a workload-induced reduction in diligence of paperwork execution. We estimate the associated monetary loss to be approximately 1.1% (95% confidence interval, 0.4%–1.9%) of the department's annual revenue."
45,https://doi.org/10.1287/msom.1120.0385,"One key driver of improvement in surgical outcomes is a surgeon's prior experience. However, research notes that not all experience provides equal value for performance. How, then, should surgeons accumulate experience to improve quality outcomes? In this paper, we investigate the differential effects of focal and related (i.e., tasks similar to, but not identical to, the focal task) experience. We open up the black box of the volume-outcome relationship by going beyond just dividing experience into focal and related categories, but also considering how subtasks and context (i.e., the organization in which the work takes place) affect performance. To understand these issues, we assemble a novel data set on 71 cardiothoracic surgeons who performed more than 6,500 procedures during a period of 10 years after the introduction of a breakthrough surgical procedure. We find that, as compared to related experience, surgeon focal experience has a greater effect on surgeon performance. We also demonstrate that subtask experience has different, nonlinear performance relationships for focal and related experience. Finally, we find that focal experience is more firm specific than related experience and that nonfirm experience reduces the learning rate for both focal and related experience. We discuss implications of our findings for healthcare delivery and operations management."
46,https://doi.org/10.1287/msom.1120.0394,"We consider an appointment-based service system (e.g., an outpatient clinic) for which appointments need to be scheduled before the service session starts. Patients with scheduled appointments may or may not show up for their appointments. The service of scheduled patients can be interrupted by emergency requests that have a higher priority. We develop a framework that can be utilized in determining the optimal appointment policies under different assumptions regarding rewards, costs, and decision variables. We propose two methods to evaluate the objective function for a given appointment schedule. We specifically consider two different formulations, both of which aim to balance the trade-off between the patient waiting times and server utilization and carry out a numerical study to provide insights into optimal policies. We find that policies that ignore interruptions perform quite badly, especially when the number of appointments to be scheduled is also a decision variable. We also find that policies that require equally spaced appointments perform reasonably well when the interruption rate is constant. However, their performance worsens significantly when the interruption rate is time dependent."
47,https://doi.org/10.1287/msom.1120.0376,"A growing segment of the revenue management and pricing literature assumes “strategic” customers who are forward-looking in their pursuit of utility. Recognizing that such behavior may not be directly observable by a seller, we examine the implications of seller uncertainty over strategic customer behavior in a markdown pricing setting. We assume that some proportion of customers purchase impulsively in the first period if the price is below their willingness to pay, while other customers strategically wait for lower prices in the second period. We consider a two-period selling season in which the seller knows the aggregate demand curve but not the proportion of customers behaving strategically. We show that a robust pricing policy that requires no knowledge of the extent of strategic behavior performs remarkably well. We extend our model to a setting with stochastic demand, and show that the robust pricing policy continues to perform well, particularly as capacity is loosened or the problem is scaled up. Our results underscore the need to recognize strategic behavior, but also suggest that in many cases effective performance is possible without precise knowledge of strategic behavior."
48,https://doi.org/10.1287/msom.1120.0377,"We consider a firm that sells two vertically (quality) differentiated products to strategically forward-looking consumers over two periods, setting the prices dynamically in each period. The consumers are heterogeneous in their evaluations of quality, and strategic in that they decide not only whether and which product variant to buy, but also when to buy, choosing the option that maximizes their utility. We derive the equilibrium of the pricing-purchasing game between the firm and the consumers. We find that the loss due to strategic customer behavior can be less with two product variants compared to the single-product benchmark, which indicates that product variety can serve as a lever when dealing with strategic customers. This benefit exists when the additional product has an inferior cost-to-quality ratio. Because of this benefit, a firm may find it attractive to sell a product variant that would be unprofitable otherwise. However, product variety can also hurt profitability due to strategic customer behavior: A product variant that would be profitable absent strategic customers can in fact be unprofitable. This can happen when customer impatience and firm costs are moderate."
49,https://doi.org/10.1287/msom.1110.0360,"We examine the role of reservations in capacity-constrained services with a focus on restaurants. Although customers value reservations, restaurants typically neither charge for them nor impose penalties for failing to keep them. However, reservations impose costs on firms offering them. We offer a novel motivation for offering reservations that emphasizes the way in which reservations can alter customer behavior. We focus on a market in which demand is uncertain and the firm has limited capacity. There is a positive chance that the firm will not have enough capacity to serve all potential customers. Customers are unable to observe how many potential diners are in the market before incurring a cost to request service. Hence, if reservations are not offered, some may choose to stay home rather than risk being denied service. This lowers the firm's sales when realized demand is low. Reservations increase sales on a slow night by guaranteeing reservations holders service. However, some reservation holders may choose not to use their reservations resulting in no-shows. The firm must then trade off higher sales in a soft market with sales lost to no-shows on busy nights. We consequently evaluate various no-show mitigation strategies, all of which serve to make reservations more likely in equilibrium. Competition also makes reservations more attractive; when there are many small firms in the market, reservations are always offered."
50,https://doi.org/10.1287/msom.1110.0338,"We consider a choice-based, network revenue management (RM) problem in a setting where heterogeneous customers consider an assortment of products offered by a firm (e.g., different flight times, fare classes, and/or routes). Individual choice decisions are modeled through an ordered list of preferences, and minimal assumptions are made about the statistical properties of this demand sequence. The firm manages the availability of products using a bid-price control strategy, and would like to optimize the control parameters. We formulate a continuous demand and capacity model for this problem that allows for the partial acceptance of requests. The model admits a simple calculation of the sample path gradient of the revenue function. This gradient is then used to construct a stochastic steepest ascent algorithm. We show that the algorithm converges (w.p.1) to a stationary point of the expected revenue function under mild conditions. The procedure is relatively efficient from a computational standpoint, and in our synthetic and real-data experiments performs comparably to or even better than other choice-based methods that are incompatible with the current infrastructure of RM systems. These features make it an interesting candidate to be pursued for real-world applications."
51,https://doi.org/10.1287/msom.1110.0344,"We consider the problem of pricing multiple differentiated products with the nested logit model and, as a special case, the multinomial logit model. We prove that concavity of the total profit function with respect to market share holds even when price sensitivity may vary with products. We use this result to analytically compare the optimal monopoly solution to oligopolistic equilibrium solutions. To demonstrate further applications of the concavity result, we consider several multiperiod dynamic models that incorporate the pricing of multiple products in the context of inventory control and revenue management, and establish structural results of the optimal policies."
52,https://doi.org/10.1287/msom.1100.0321,"In this paper, we consider how the structures of tasks and teams interact to affect team performance. We study the effects of diversity in experience on a team's ability to respond to task changes by separately examining interpersonal team diversity (i.e., differences in experience across the entire team) and intrapersonal team diversity (i.e., whether individuals on the team are more or less specialized). We also examine whether team familiarity—team members' prior experience working with one another—helps teams to better manage challenges created by task changes and greater interpersonal team diversity. Using detailed project- and individual-level data from an Indian software services firm, we find that the interaction of task change with intrapersonal diversity is related to improved project performance, whereas the interaction of task change with interpersonal diversity is related to diminished performance. Additionally, the interaction of team familiarity with interpersonal diversity is related to improved project performance in some cases. Our results highlight a need for more nuanced approaches to leveraging experience in team management."
53,https://doi.org/10.1287/msom.1100.0322,"We study how consumers with waiting cost disutility choose between two congested services of unknown service value. Consumers observe an imperfect private signal indicating which service facility may provide better service value as well as the queue lengths at the service facilities before making their choice. If more consumers choose the same service facility because of their private information, longer queues will form at that facility and indicate higher quality. On the other hand, a long queue also implies more waiting time. We characterize the equilibrium queue-joining behavior of arriving consumers and the extent of their learning from the queue information in the presence of such positive and negative externalities. We find that when the arrival rates are low, utility-maximizing rational consumers herd and join the longer queue, ignoring any contrary private information. We show that even when consumers treat queues as independently evolving, herd behavior persists with consumers joining longer queues above a threshold queue difference. However, if the consumers seek to minimize ex post regret when making their decisions, herd behavior may be dampened."
54,https://doi.org/10.1287/msom.1110.0332,"Patients' satisfaction with an appointment system when they attempt to book a nonurgent appointment is affected by their ability to book with a doctor of choice and to book an appointment at a convenient time of day. For medical conditions requiring urgent attention, patients want quick access to a familiar physician. For such instances, it is important for clinics to have open slots that allow same-day (urgent) access. A major challenge when designing outpatient appointment systems is the difficulty of matching randomly arriving patients' booking requests with physicians' available slots in a manner that maximizes patients' satisfaction as well as clinics' revenues. What makes this problem difficult is that booking preferences are not tracked, may differ from one patient to another, and may change over time. This paper describes a framework for the design of the next generation of appointment systems that dynamically learn and update patients' preferences and use this information to improve booking decisions. Analytical results leading to a partial characterization of an optimal booking policy are presented. Examples show that heuristic decision rules, based on this characterization, perform well and reveal insights about trade-offs among a variety of performance metrics important to clinic managers."
55,https://doi.org/10.1287/msom.1100.0299,"We empirically document factors that influence how local operating managers use discretion to balance the trade-off between service capacity costs and customer sensitivity to service time. Our findings, using data from one of the largest financial services providers in the United States, indicate that customer sensitivity to service time varies widely and predictably with observable market characteristics. In turn, we find evidence that local operating managers account for market-specific customer sensitivities to service times by deviating frequently and in predictable ways from the recommendations offered by a centralized capacity-planning model. Finally, we document that these discretionary capacity supply decisions exhibit a strong learning effect whereby experienced operating managers place more weight than their less-experienced counterparts on the market-specific trade-off between service capacity costs and customer sensitivity to service times. Overall, our results demonstrate both the importance of local knowledge as an input in service operations and the potential for incorporating richer data on customer behavior and preferences into service cost and productivity standard metrics."
56,https://doi.org/10.1287/msom.1100.0306,"Consider a firm that sells products over repeated seasons, each of which includes a full-price period and a markdown period. The firm may deliberately understock products in the markdown period to induce high-value customers to purchase early at full price. Customers cannot perfectly anticipate availability. Instead, they use observed past capacities to form capacity expectations according to a heuristic smoothing rule. Based on their expectations of capacity, customers decide to buy either in the full-price period or in the markdown period. We embed this customer learning process in a dynamic program of the firm's capacity choices over time. One main result demonstrates the existence of a monotone optimal path of customers' expectations, which converges to either a rationing equilibrium or a low-price-only equilibrium. Further, there exists a critical value of capacity expectation such that the market converges to a rationing equilibrium if customers' initial expectations are less than that critical value; otherwise, a low-price-only equilibrium is the limiting outcome. These results show how firms can be stuck with unprofitable selling strategies from incumbent customer expectations. We also examine numerically how this critical value is affected by the firm's discount factor and customers' learning speed and risk aversion. Last, we show that the equilibrium under adaptive learning converges to that under rational expectations as the firm's discount factor approaches one."
57,https://doi.org/10.1287/msom.1100.0294,"Previous experimental work showed that newsvendors tend to order closer to mean demand than prescribed by the normative critical fractile solution. A recently proposed explanation for this mean ordering behavior assumes that the decision maker commits random choice errors, and predicts the mean ordering pattern because there is more room to err toward mean demand than away from it. Do newsvendors exhibit mean ordering simply because they make random errors? We subject this hypothesis to an empirical test that rests on the fact that the random error explanation is insensitive to context. Our results strongly support the existence of context-sensitive decision strategies that rely directly on (biased) order-to-demand mappings, such as mean demand anchoring, demand chasing, and inventory error minimization."
58,https://doi.org/10.1287/msom.1080.0250,"We develop a method to estimate the capacity of agents who answer e-mail in a contact center, given aggregate historical data that have been distorted both by constraints on work availability and by internal incentives to slow down when true capacity exceeds demand. We use the capacity estimate to find a contact center's optimal daily staffing levels. The implementation results, from an actual contact center, demonstrate that the method provides accurate staffing recommendations. We also examine and test models in which agents exhibit speed-up behavior and in which capacity varies over time. Finally, we use the capacity estimates to examine the implications of solving the staffing problem with two different model formulations, the service-level constraint formulation used by the contact center and an alternate profit-maximization formulation."
59,https://doi.org/10.1287/msom.1080.0248,"With a posterior price matching (PM) policy, a seller guarantees to reimburse the price difference to a consumer who buys a product before the seller marks it down. Such a policy has been widely adopted by retailers. We examine the impact of a posterior PM policy on consumers' purchasing behavior, a seller's pricing and inventory decisions, and their expected payoffs, assuming that the seller cannot credibly commit to a price path, but can implement a posterior PM policy. We find that the PM policy eliminates strategic consumers' waiting incentive and thus allows the seller to increase price in the regular selling season. When the fraction of strategic consumers is not too small and their valuation decline over time is neither too low nor too high, the PM policy can substantially improve the seller's profit, as well as the inventory investment. In such situations, the strategic consumers' waiting incentive and the loss if they wait are both high. However, to adopt this policy, the seller also bears the refund cost. The seller must either pay the refund that consumers will claim or forgo the salvage value of any leftover inventory. The PM policy can be detrimental when there are only a few strategic consumers or the strategic consumers' valuation decline is very low or very high. We find that the performance of this policy is insensitive to the proportion of consumers who claim the refund. From the consumers' perspective, the PM policy generally reduces consumer surplus; however, there are cases where consumer surplus can be increased, typically when the variance of the potential high-end market volume is high. As a result, a Pareto improvement on both the seller's and the consumers' payoffs is possible. Finally, we find that the ability to credibly commit to a fixed price path is not very valuable when the seller can implement price matching."
60,https://doi.org/10.1287/msom.1080.0239,"A classic example that illustrates how observed customer behavior impacts other customers' decisions is the selection of a restaurant whose quality is uncertain. Customers often choose the busier restaurant, inferring that other customers in that restaurant know something that they do not. In an environment with random arrival and service times, customer behavior is reflected in the lengths of the queues that form at the individual servers. Therefore, queue lengths could signal two factors—potentially higher arrivals to the server or potentially slower service at the server. In this paper, we focus on both factors when customers' waiting costs are negligible. This allows us to understand how information externalities due to congestion impact customers' service choice behavior."
61,https://doi.org/10.1287/msom.1080.0240,"This paper develops a model of consumer returns policies. In our model, consumers face valuation uncertainty and realize their valuations only after purchase. There is also aggregate demand uncertainty, captured using the conventional newsvendor model. In this environment, consumers decide whether to purchase and then whether to return the product, whereas the seller sets the price, quantity, and refund amount."
62,https://doi.org/10.1287/msom.1080.0244,"Many service providers offer customers the choice of either waiting in a line or going offline and returning at a dynamically determined future time. The best-known example is the FASTPASS® system at Disneyland. To operate such a system, the service provider must make an upfront decision on how to allocate service capacity between the two lines. Then, during system operation, he must provide estimates of the waiting times for both lines to each arriving customer. The estimation of offline waiting times is complicated by the fact that some offline customers do not return for service at their appointed time. We show that when demand is large and service is fast, for any fixed-capacity allocation decision, the two-dimensional process tracking the number of customers waiting in a line and offline collapses to one dimension, and we characterize the one-dimensional limit process as a reflected diffusion with linear drift. The analytic tractability of this one-dimensional limit process allows us to solve for the capacity allocation that minimizes average cost when there are costs associated with customer abandonments and queueing. We further show that in this limit regime, a simple scheme based on Little's Law to dynamically estimate in line and offline wait times is effective."
63,https://doi.org/10.1287/msom.1080.0233,"This research empirically examines the influence of psychological safety on knowledge sharing among coworkers in manufacturing and service operations contexts. Reconciling conflicting findings in the literature, we demonstrate that whereas psychological safety is an important antecedent of knowledge sharing, the relationship between psychological safety and knowledge sharing is moderated by the level of confidence that employees have in what they know. The greater this confidence, the lesser is the importance of psychological safety in facilitating knowledge sharing. Linking this result to social network theory, we find that psychological safety increases with the frequency of communication among coworkers and that the confidence of employees in their knowledge is related to the codifiability of the knowledge involved. We further investigate direct and indirect antecedents of psychological safety. This research offers insights into actions that managers can take to enhance psychological safety and, consequently, motivate their employees to share knowledge."
64,https://doi.org/10.1287/msom.1070.0194,"This paper employs sample path arguments to derive the following convexity properties and comparative statics for an M/M/S queue with impatient customers. If the rate at which customers balk and renege is an increasing, concave function of the number of customers in the system (head count), then the head-count process and the expected rate of lost sales are decreasing and convex in the capacity (service rate or number of servers). This result applies when customers cannot observe the head count, so that the balking probability is zero and the reneging rate increases linearly with the head count. Then the optimal capacity increases with the customer arrival rate but is not monotonic in the reneging rate per customer. When capacity is expensive or the reneging rate is high, the optimal capacity decreases with any further increase in the reneging rate. Therefore, managers must understand customers' impatience to avoid building too much capacity, but customers have an incentive to conceal their impatience, to avoid a degradation in service quality. If the system manager can prevent customers from reneging during service (by requiring advance payment or training employees to establish rapport with customers), the system's convexity properties are qualitatively different, but its comparative statics remain the same. Most important, the prevention of reneging during service can substantially reduce the total expected cost of lost sales and capacity. It increases the optimal capacity (service rate or number of servers) when capacity is expensive and reduces the optimal capacity when capacity is cheap."
65,https://doi.org/10.1287/msom.1070.0193,"Research in consumer psychology shows that customers seek reasons for service failures and that attributions of blame moderate the effects of failure on the level of customer satisfaction. This paper extends research on service operations failures by hypothesizing that attributions of blame also affect what matters to the customer during service failures. Specifically, we hypothesize that the relative weights that customers assign to key service elements in reaching an overall assessment of customer satisfaction are affected by customer attributions of blame for service failures. We use the U.S. airline industry as a quasi-experimental research setting to investigate the components of customer satisfaction for three samples of customers who experience (1) routine service, (2) flight delays of external (i.e., weather) origin, and (3) flight delays of internal origin. Although the level of customer satisfaction is lower for all service failures, we find that the key components of satisfaction differ between delayed and routine flights only when customers blame the service provider for the failure. Specifically, when delays are of external origin satisfaction is lower than for routine flights, but there is virtually no difference in the weight that customers assign to the components of customer satisfaction (including employee interactions). In contrast, when delays are of internal origin, satisfaction is lower than for either routine flights or flights delayed by external factors, and employee interactions have a significantly diminished role in customer satisfaction evaluations. Contrary to the popular view that employee interactions take on a greater role in determining customer satisfaction during service failures, we find that the opposite is true if the customer attributes blame to the service provider. Our findings highlight the important role of customer attributions during service failures and present more nuanced evidence on the role of employee-customer interactions in mitigating the effects of service failures on customer satisfaction."
66,https://doi.org/10.1287/msom.1070.0200,"Many theoretical models adopt a normative approach and assume that decision makers are perfect optimizers. In contrast, this paper takes a descriptive approach and considers bounded rationality, in the sense that decision makers are prone to errors and biases. Our decision model builds on the quantal choice model: While the best decision need not always be made, better decisions are made more often. We apply this framework to the classic newsvendor model and characterize the ordering decisions made by a boundedly rational decision maker. We identify systematic biases and offer insight into when overordering and underordering may occur. We also investigate the impact of these biases on several other inventory settings that have traditionally been studied using the newsvendor model as a building block, such as supply chain contracting, the bullwhip effect, and inventory pooling. We find that incorporating decision noise and optimization error yields results that are consistent with some anomalies highlighted by recent experimental findings."
